Task ID,Task Name,tags,Przeznaczenie (drop down),Klawiatura (labels),Obudowa (labels),Procesor (drop down),Model Procesora (short text),Grafika (short text),RAM (drop down),Dysk (drop down),Rozdzielczość (drop down),Matryca (labels),Problemy (labels),Uwagi (text),Regał (drop down),Lists,Zamówienie (short text)
86bzphgu6,dzvf3x2,[dell latitude 5400],Serwis,[Francuska],,,,,,,,,[Nie włącza się],,,[od 1.07.2024 wprowadzone],
86bzphmhz,hdn9zw2,[dell latitude 5400],Serwis,[Francuska],,i5,8365U,,8,BRAK,1920 x 1080,[Zwykłe ryski / otarcia],[Dźwięk],,,[od 1.07.2024 wprowadzone],
86bzqpxka,42jm733,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,i5,8365U,,16,256,1920 x 1080,[Wszędzie otarcia],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzqpyhk,FM2G3X2,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,i5,8365U,,16,256,1920 x 1080,[Zwykłe ryski / otarcia],[Touchpad],,,[od 1.07.2024 wprowadzone],
86bzqpz5r,JR7SYY2,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,i5,8365U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzqq02c,38FW333,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Uszkodzona, Podświetlana, Francuska]",,i5,8365U,,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Zwykłe poświatki]",[Touchpad],,,[od 1.07.2024 wprowadzone],
86bzqq09y,D1MF453,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,i5,8365U,,8,256,1366 x 768,"[Zwykłe ryski / otarcia, Zwykłe poświatki]",[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzqq436,1LVDL13,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,i5,8350U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[Klapa X],,,[od 1.07.2024 wprowadzone],
86bzqq4y7,2SFV1Z2,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,i5,8365U,,8,256,1920 x 1080,[Zbita],"[Spód X, Klapa X, Palmrest]",,,[od 1.07.2024 wprowadzone],
86bzqqb9c,849ml33,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,i5,8365U,,8,BRAK,1366 x 768,[Zwykłe ryski / otarcia],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzqqgm5,7Z9J3X2,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,i5,8365U,,8,256,1366 x 768,[Zwykłe ryski / otarcia],[Ramka Matrycy],,,[od 1.07.2024 wprowadzone],
86bzqqh9z,6GPSZW2,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,i5,8365U,,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Zwykłe poświatki]",[],,,[od 1.07.2024 wprowadzone],
86bzqqk3m,2TJB533,[dell latitude 5400],Serwis,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,,,,,,,,[Nie włącza się],,,[od 1.07.2024 wprowadzone],
86bzqqqre,3K00833,[dell latitude 5400],Serwis,"[Pionowy Enter ISO / EU, Niekompletna, Francuska]",,,,,,,,,[Nie włącza się],"ZIMA
",,[od 1.07.2024 wprowadzone],
86bzqqv8q,DBWPX33,[dell latitude 5400],Serwis,"[Pionowy Enter ISO / EU, Francuska]",,,,,,,,,[Nie włącza się],,,[od 1.07.2024 wprowadzone],
86bzqqxn4,6MMMP13,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,i5,8365U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[Ramka Matrycy],,,[od 1.07.2024 wprowadzone],
86bzqr1xb,48SB0Z2,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Uszkodzona, Podświetlana, Francuska]",,i5,8365U,,16,BRAK,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzqr2na,HKN5533,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",[],,,[od 1.07.2024 wprowadzone],
86bzqr6g2,3F0P3Z2,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",[],,,[od 1.07.2024 wprowadzone],
86bzqr7j7,CSKL3Z2,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",[],,,[od 1.07.2024 wprowadzone],
86bzqr88f,2CL63X2,[dell latitude 5400],Serwis,"[Pionowy Enter ISO / EU, Francuska]",,,,,,,,[Zbita],"[Spód X, Klapa X]",,,[od 1.07.2024 wprowadzone],
86bzqrajr,G8RQY33,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",[],,,[od 1.07.2024 wprowadzone],
86bzqrbdm,GW31533,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,i5,8365U,,8,BRAK,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",[],,,[od 1.07.2024 wprowadzone],
86bzqrc6r,8KX7ZY2,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",[],,,[od 1.07.2024 wprowadzone],
86bzqrk0w,1WX3733,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,i5,8365U,,8,256,1920 x 1080,[Bez wad],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzqrqvg,8RC2633,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,i5,8350U,,8,256,1920 x 1080,[Zbita],"[Spód X, Bateria bios, Touchpad]",,,[od 1.07.2024 wprowadzone],
86bzqrrmv,F00VL33,[dell latitude 5400],Serwis,"[Pionowy Enter ISO / EU, Francuska]",,,,,,,,,"[Spód X, Klapa X, Palmrest, Nie włącza się]",,,[od 1.07.2024 wprowadzone],
86bzqrv6f,2qc8zy2,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,i7,8665U,,8,512,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzqrxag,41jt1z2,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,i5,8365U,,8,256,1920 x 1080,[Wszędzie otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzqt308,c9fm3z2,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,i5,8365U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],"[Spód X, Bateria X]",,,[od 1.07.2024 wprowadzone],
86bzqt4me,5WK40Z2,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,i7,8665U,,32,1024,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",[],,,[od 1.07.2024 wprowadzone],
86bzqt646,B37DQV2,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,i5,8365U,,8,256,1920 x 1080,"[Wszędzie otarcia, Zwykłe poświatki]",[],,,[od 1.07.2024 wprowadzone],
86bzqtaft,BWWQ733,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,i5,8350U,,8,256,1920 x 1080,[Bez wad],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzqu13g,7rv93z2,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk, Zwykłe poświatki]","[Włącznik, Spód X, Klapa X]",,,[od 1.07.2024 wprowadzone],
86bzqu2fe,3TTN3Z2,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,i5,8365U,,8,256,1920 x 1080,[Dotyk],[],,,[od 1.07.2024 wprowadzone],
86bzqu4w3,1sfn3z2,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk, Zwykłe poświatki]",[],,,[od 1.07.2024 wprowadzone],
86bzqujgz,6v5m3z2,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",[],,,[od 1.07.2024 wprowadzone],
86bzquzcb,82cgq13,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,i5,8365U,,16,BRAK,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzqv158,9p451z2,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,i5,8365U,,16,256,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzqv4t9,9nxdyy2,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Francuska]",,i7,8665U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzqv7my,3913z33,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Francuska]",,i5,8365U,,16,256,1366 x 768,[Zwykłe ryski / otarcia],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzqvar2,BCY4453,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Francuska]",,i5,8365U,,8,BRAK,1366 x 768,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzqvc81,9MLKL33,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Francuska]",,i5,8365U,,8,BRAK,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzqvd01,JQFN3Z2,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Francuska]",,i5,8365U,,8,256,1920 x 1080,[],[],,,[od 1.07.2024 wprowadzone],
86bzqvn67,HDKTX33,[dell latitude 5400],Serwis,"[Pionowy Enter ISO / EU, Francuska]",,,,,,,,[Zbita],"[Ramka Matrycy, Nie włącza się]",,,[od 1.07.2024 wprowadzone],
86bzqvtfb,FCFH453,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Francuska]",,i5,8265U,,8,BRAK,1920 x 1080,[Bez wad],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzqvw4n,8ZFN3Z2,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Francuska]",,i5,8365U,,8,256,1920 x 1080,[],[Bateria bios],,,[od 1.07.2024 wprowadzone],
86bzqvy1u,48YD9Y2,[dell latitude 5400],Serwis,"[Pionowy Enter ISO / EU, Francuska]",,,,,,,,[],[Nie włącza się],,,[od 1.07.2024 wprowadzone],
86bzqvz3e,9L7JYY2,[dell latitude 5400],Przyjęcie,"[Pionowy Enter ISO / EU, Francuska]",,i7,8665U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzqwb5y,9W52453,[dell latitude 5400],Serwis,[Francuska],,i5,8365U,,8,,,,"[Spód X, Bateria brak, Touchpad]","ZACINA SIĘ NA, MYSZ NA USB NIE DZIALA
",,[od 1.07.2024 wprowadzone],
86bzrfc5y,308N3Z2,[dell latitude 5400],Przyjęcie,[Malowana QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk, Zwykłe poświatki]",[Spód X],,,[od 1.07.2024 wprowadzone],
86bzrff0y,3x5m3z2,[dell latitude 5400],Przyjęcie,[Malowana QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",[],,,[od 1.07.2024 wprowadzone],
86bzrfg3a,7m7p3z2,[dell latitude 5400],Przyjęcie,[Malowana QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",[],,,[od 1.07.2024 wprowadzone],
86bzrg345,h1km3z2,[dell latitude 5400],Przyjęcie,[Malowana QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk, Zwykłe poświatki]",[],,,[od 1.07.2024 wprowadzone],
86bzrg43r,7qkl3z2,[dell latitude 5400],Przyjęcie,[Malowana QWERTY PL],,,,,,,,,[Nie włącza się],,,[od 1.07.2024 wprowadzone],
86bzrgb4q,8ft3633,[dell latitude 5400],Przyjęcie,[Malowana QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",[],,,[od 1.07.2024 wprowadzone],
86bzrgmk1,fwfn3z2,[dell latitude 5400],Przyjęcie,[Malowana QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk, Zwykłe poświatki]",[],,,[od 1.07.2024 wprowadzone],
86bzrh0yq,33km3z2,[dell latitude 5400],Przyjęcie,"[Uszkodzona, Malowana QWERTY PL]",,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]","[Klapa X, Touchpad]",,,[od 1.07.2024 wprowadzone],
86bzrh25n,dsfn3z2,[dell latitude 5400],Przyjęcie,[Malowana QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk, Zwykłe poświatki]",[],,,[od 1.07.2024 wprowadzone],
86bzrhdzp,4qxy353,[dell latitude 5400],Przyjęcie,[Malowana QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk, Zwykłe poświatki]",[],,,[od 1.07.2024 wprowadzone],
86bzrhkxr,gsxl3z2,[dell latitude 5400],Przyjęcie,[Malowana QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk, Zwykłe poświatki]",[],,,[od 1.07.2024 wprowadzone],
86bzrj7dy,h1t4633,[dell latitude 5400],Przyjęcie,[Malowana QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",[],,,[od 1.07.2024 wprowadzone],
86bzrj8pj,j80p3z2,[dell latitude 5400],Przyjęcie,[Malowana QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk, Zwykłe poświatki]",[],,,[od 1.07.2024 wprowadzone],
86bzrjrqd,3g1b3z2,[dell latitude 5400],Przyjęcie,[Malowana QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",[],,,[od 1.07.2024 wprowadzone],
86bzu7gr6,6BPN3Z2,[dell latitude 5400],Przyjęcie,[Malowana QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,,,[od 1. 08. 2024],
86bzu7mnn,fj0p3z2,[dell latitude 5400],Przyjęcie,[Malowana QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Wszędzie otarcia, Dotyk]",[Ramka Matrycy],,,[od 1. 08. 2024],
86bzu7v0n,91wn3z2,[dell latitude 5400],Przyjęcie,[Malowana QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk, Zwykłe poświatki]",,,,[od 1. 08. 2024],
86bzu7zrv,f12l3z2,[dell latitude 5400],Przyjęcie,[Malowana QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",[Klapa X],,,[od 1. 08. 2024],
86bzu86q0,f2wn3z2,[dell latitude 5400],Przyjęcie,[Malowana QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk, Zwykłe poświatki]",,,,[od 1. 08. 2024],
86bzu8meh,6fpn3z2,[dell latitude 5400],Przyjęcie,[Malowana QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,,,[od 1. 08. 2024],
86bzu8wf1,gpk6n53,[dell latitude 5400],Przyjęcie,[Malowana QWERTY PL],,i5,8365U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],,,,[od 1. 08. 2024],
86bzu8xzb,gskl3z2,[dell latitude 5400],Przyjęcie,[QWERTY PL],,i5,8365U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],,,,[od 1. 08. 2024],
86bzu90y9,6gm6n53,[dell latitude 5400],Przyjęcie,[Malowana QWERTY PL],,i5,8365U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[Klapa X],,,[od 1. 08. 2024],
86bzu928a,45m6n53,[dell latitude 5400],Przyjęcie,[QWERTY PL],,i5,8365U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[Palmrest],,,[od 1. 08. 2024],
86bzu99yw,4kr6n53,[dell latitude 5400],Przyjęcie,[QWERTY PL],,i5,8365U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],,,,[od 1. 08. 2024],
86bzu9mg6,9vj6n53,[dell latitude 5400],Przyjęcie,[Malowana QWERTY PL],,i5,8365U,,8,256,1920 x 1080,[Nowa],,,,[od 1. 08. 2024],
86bzu9pnt,ghqc3z2,[dell latitude 5400],Przyjęcie,[Malowana QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk, Zwykłe poświatki]",[Ramka Matrycy],,,[od 1. 08. 2024],
86bzu9z06,6zt2n53,[dell latitude 5400],Przyjęcie,[Malowana QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Zwykłe poświatki]","[Spód X, Bateria brak]",,,[od 1. 08. 2024],
86bzua188,918n3z2,[dell latitude 5400],Przyjęcie,[Malowana QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk, Zwykłe poświatki]",,,,[od 1. 08. 2024],
86bzua4r0,fp6m3z2,[dell latitude 5400],Przyjęcie,[Malowana QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk, Zwykłe poświatki]",,,,[od 1. 08. 2024],
86bzucb54,HSBJ3X2,[dell latitude 5400],Przyjęcie,[Francuska],[Ok],i5,8365U,,8,256,1366 x 768,"[Zwykłe ryski / otarcia, Dotyk]",[],,3,[od 1. 08. 2024],
86bzuckch,3PBM733,[dell latitude 5400],Przyjęcie,[Francuska],[Ok],i5,8365U,,16,256,1366 x 768,"[Wielkie poświaty, Zwykłe ryski / otarcia]",[Spód X],,3,[od 1. 08. 2024],
86bzud3gb,CGCH453,[dell latitude 5400],Przyjęcie,[Francuska],[Ok],i5,8365U,,8,256,1366 x 768,[Zwykłe ryski / otarcia],[],,3,[od 1. 08. 2024],
86bzud480,GV4S3X2,[dell latitude 5400],Przyjęcie,[Francuska],,i5,8250U,,,,,[Brak],,,,[od 1. 08. 2024],
86bzud5p5,74V2N53,[dell latitude 5400],Przyjęcie,[Malowana QWERTY PL],,i5,8365U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[Touchpad],,,[od 1. 08. 2024],
86bzud7cc,d30hyy2,[dell latitude 5400],Przyjęcie,[Francuska],[],i7,8665U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],"[Spód X, Zawiasy , Palmrest]",,3,[od 1. 08. 2024],
86bzuddn8,66lzl33,[dell latitude 5400],Przyjęcie,[Francuska],[Ok],i5,8365U,,8,256,1366 x 768,[Zwykłe ryski / otarcia],[],,3,[od 1. 08. 2024],
86bzude12,254xm53,[dell latitude 5400],Serwis,[Malowana QWERTY PL],,,,,,,,[Zbita],,,,[od 1. 08. 2024],
86bzuu1nf,826p3z2,[dell latitude 5400],Serwis,[QWERTY PL],,,,,,,,,"[Spód X, Nie włącza się]","zima
",,[od 1. 08. 2024],
86bzuuax2,64ng3z2,[dell latitude 5400],Przyjęcie,[QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]","[Spód X, Palmrest, Ramka Matrycy]",,,[od 1. 08. 2024],
86bzuufd1,fhcm3z2,[dell latitude 5400],Przyjęcie,[QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk, Zwykłe poświatki]","[Touchpad, Ramka Matrycy]",,,[od 1. 08. 2024],
86bzuurqt,3brl3z2,[dell latitude 5400],Przyjęcie,[QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",[],,,[od 1. 08. 2024],
86bzuv9et,JY7N3Z2,[dell latitude 5400],Przyjęcie,[QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk, Zwykłe poświatki]",[Ramka Matrycy],,,[od 1. 08. 2024],
86bzuvcp6,98WN3Z2,[dell latitude 5400],Przyjęcie,[QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk, Zwykłe poświatki]",[],,,[od 1. 08. 2024],
86bzuw33t,BTKL3Z2,[dell latitude 5400],Przyjęcie,[QWERTY PL],,i5,8365U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1. 08. 2024],
86bzuw97x,ctb93x2,[dell latitude 5400],Przyjęcie,[Malowana QWERTY PL],,i5,8365U,,8,BRAK,1920 x 1080,[Zwykłe ryski / otarcia],"[Bateria brak, Dźwięk]",,,[od 1. 08. 2024],
86bzuwmnd,832L3Z2,[dell latitude 5400],Przyjęcie,[QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",[],,,[od 1. 08. 2024],
86bzuxwnz,DQTN3Z2,[dell latitude 5400],Przyjęcie,[QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk, Zwykłe poświatki]",[],,,[od 1. 08. 2024],
86bzuy6tu,JDDN3Z2,[dell latitude 5400],Przyjęcie,[QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk, Zwykłe poświatki]",[],,,[od 1. 08. 2024],
86bzuy95z,GB0P3Z2,[dell latitude 5400],Przyjęcie,[QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",[],,,[od 1. 08. 2024],
86bzuy9wf,G402ZY2,[dell latitude 5400],Przyjęcie,[QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk, Zwykłe poświatki]",[],,,[od 1. 08. 2024],
86bzuyak0,CRKL3Z2,[dell latitude 5400],Przyjęcie,[QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk, Zwykłe poświatki]",[Touchpad],,,[od 1. 08. 2024],
86bzuybxd,8NWM3Z2,[dell latitude 5400],Serwis,[QWERTY PL],,,,,,,,,[Nie włącza się],"zima
",,[od 1. 08. 2024],
86bzuymq6,87SD733,[dell latitude 5400],Serwis,[QWERTY PL],,,,,,,,[Zbita],[],"

",,[od 1. 08. 2024],
86bzuypch,FDLV533,[dell latitude 5400],Przyjęcie,[QWERTY PL],,i5,8365U,,8,256,1920 x 1080,[Zbita],[],,,[od 1. 08. 2024],
86bzuyz13,34KM3Z2,[dell latitude 5400],Przyjęcie,[QWERTY PL],,i5,8365U,,8,256,1920 x 1080,[],[],"LINIA
",,[od 1. 08. 2024],
86bzuzegq,5RHXM53,[dell latitude 5400],Serwis,[QWERTY PL],,,,,,,,[Brak],[],"

",,[od 1. 08. 2024],
86bzuzjzu,5WKL3Z2,[dell latitude 5400],Przyjęcie,[QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]","[Touchpad, Ramka Matrycy]",,,[od 1. 08. 2024],
86bzuzyh4,BYFL3Z2,[dell latitude 5400],Przyjęcie,[QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",[],,,[od 1. 08. 2024],
86bzv0080,H12L3Z2,[dell latitude 5400],Przyjęcie,[QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",[],,,[od 1. 08. 2024],
86bzv01wr,7DRVM33,[dell latitude 5400],Przyjęcie,[Malowana QWERTY PL],,i5,8365U,,8,BRAK,1920 x 1080,"[Zwykłe ryski / otarcia, Zwykłe poświatki]",[Bateria brak],,,[od 1. 08. 2024],
86bzv05ng,3Z831Z2,[dell latitude 5400],Przyjęcie,[QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk, Zwykłe poświatki]",[],,,[od 1. 08. 2024],
86bzv0mn1,H6G0533,[dell latitude 5400],Serwis,[Malowana QWERTY PL],,,,,,BRAK,,[Brak],"[Spód X, Bateria brak]","

",,[od 1. 08. 2024],
86bzv0qbc,GF3ZP13,[dell latitude 5400],Przyjęcie,[QWERTY PL],[],i7,8665U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk, Zwykłe poświatki]",[],,3,[od 1. 08. 2024],
86bzv0xwv,HS5M3Z2,[dell latitude 5400],Przyjęcie,[QWERTY PL],,i5,8365U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",[Touchpad],,,[od 1. 08. 2024],
86bzv1b3y,619Z353,[dell latitude 5400],Serwis,[QWERTY PL],,,,,,,,[],[Nie włącza się],"

",,[od 1. 08. 2024],
86bzv1bz7,JV7N3Z2,[dell latitude 5400],Przyjęcie,[QWERTY PL],,i5,8365U,,8,BRAK,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",[Hasło Bios],,,[od 1. 08. 2024],
86bzw74we,1P3Q733,[dell latitude 5400],Serwis,"[Uszkodzona, Francuska]",,i5,8365U,,16,256,1920 x 1080,[Zwykłe ryski / otarcia],"[Bateria brak, Inne złącze ]","LUZNE HDMI
",,[od 1. 08. 2024],
86bzyfp0t,1k7p3z2,[dell latitude 5400],Serwis,[Malowana QWERTY PL],,,,,,,,,[Nie włącza się],,,[od 1. 08. 2024],
86c22dxky,549FL63,[dell latitude 5400],Przyjęcie,,,i5,8365U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],,,,[2025.02.05 - IVC],
86c22e085,F5RPZY2,[dell latitude 5400],Przyjęcie,,,i5,8365U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],"[Palmrest, Ramka Matrycy]",,,[2025.02.05 - IVC],
86c22eh0e,DBS0P13,[dell latitude 5400],Przyjęcie,,,i5,8365U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],,,,[2025.02.05 - IVC],
